iter	Logloss
178	0.3577311949
179	0.3570550339
180	0.3566300116
181	0.3562304636
182	0.3558402721
183	0.3552849171
184	0.3547127886
185	0.354450621
186	0.3541938044
187	0.3536621407
188	0.3531367269
189	0.3528118152
190	0.3524978148
191	0.3522469006
192	0.3517559285
193	0.3515424048
194	0.3510194	0.3483892053
195	0.3476799446
196	0.3473151556
197	0.3198	0.3493198	0.3199	0.3490199	0.3200	0.3484200	0.3201	0.3480201	0.3202	0.3478202	0.3446547866
203	0.3204	0.3469204	0.3205	0.3464205	0.3435449055
206	0.3434035886
207	0.3431820516
208	0209	0.345252209	0.3424327279
210	0.3421547839
211	0.341282695
212	0.3409131653
213	0.3404161235
214	0.3401760571
215	0.3399652756
216	0.3397826574
217	0.3393877473
218	0.219	0.3416347208
220	0.3413874925
221	0.3410964753
222	0.3409162416
223	0.340487419
224	0.3400079128
225	0.3396313487
226	0.3393628735
227	0.3390434792
228	0.3383833002
229	0.3380283805
230	0.3377661781
231	0.3374670937
232	0.3371365579
233	0.3368159092
234	0.3367107781
235	0.3365408205
236	0.3361470835
237	0.3356380899
238	0.3349497246
239	0.3345180015
240	0.3342469363
241	0.3340200295
242	0.333783395
243	0.3335987834
244	0.3331815629
245	0.3328393813
246	0.3324325429
247	0.3321549329
248	0.331630472
249	0.33117224
250	0.3310418055
251	0.3308264608
252	0.3304913563
253	0.3301982455
254	0.3299217714
255	0.329413495
256	0.3290816067
257	0.328841985
258	0.328496796
259	0.3280345252
260	0.3274564242
261	0.3270187645
262	0.32689263
263	0.3264727225
264	0.3263186235
265	0.3257960401
266	0.3253015888
267	0.3247289103
268	0.3245789719
269	0.3241175249
270	0.3239468815
271	0.3235096954
272	0.3229506894
273	0.3222971507
274	0.3217663602
275	0.3213862633
276	0.3209784591
277	0.3207633007
278	0.3201183959
279	0.3197275273
280	0.3193853084
281	0.31889571
282	0.3184986364
283	0.3177705822
284	0.3172615096
285	0.3168606224
286	0.3163805112
287	0.3162518371
288	0.3157988227
289	0.3152768797
290	0.3151591515
291	0.314866194
292	0.3145067417
293	0.3141528668
294	0.3139816993
295	0.3134832937
296	0.3130515341
297	0.3126515581
298	0.3121234948
299	0.3119376237
300	0.3115888297
301	0.3115141302
302	0.311319741
303	0.3112279426
304	0.3108928829
305	0.3105718252
306	0.3101326222
307	0.3098101254
308	0.309377327
309	0.3091332553
310	0.3088867682
311	0.3087387076
312	0.3085307219
313	0.3080423199
314	0.3076111505
315	0.3071161435
316	0.3065781094
317	0.306291465
318	0.3059103775
319	0.3056573308
320	0.3051876885
321	0.3047068382
322	0.3038371251
323	0.3031854893
324	0.3027283901
325	0.3024580322
326	0.3021212653
327	0.3016035547
328	0.3010762453
329	0.3010461579
330	0.300735934
331	0.3006728571
332	0.3006044223
333	0.3000523132
334	0.2996723948
335	0.2994138964
336	0.298979336	0.2949668314
337	0.2946312642
338	0.2944814215
339	0.2943754787
340	0341	0.2976850504
342	0.2973774301
343	0.2967977569
344	0.296345228
345	0.2963302944
346	0.2959608231
347	0.2955454832
348	0.2950641352
349	0.2945276561
350	0.2942699747
351	0.2939967608
352	0.2935700442
353	0.2932315662
354	0.2931694166
355	0.2931103032
356	0.2930263444
357	0.2930107715
358	0.2925075993
359	0.2921884122
360	0.2918380489
361	0.2914619582
362	0.291139566
363	0.2908281174
364	0.2900120975
365	0.289365	0.28366	0.288366	0.2850818934
367	0.2848390278
368	0.284508764
369	0.2840816428
370	0.2836279793
371	0.283386489
372	0.2833710525
373	0.2831468135
374	0.283122762
375	0.28269476
376	0.28225377	0.377	0.2822410409
378	0.28204379	0.379	0.28182380	0.380	0.2813659478
381	0.28104382	0.382	0.28101383	0.383	0.28067384	0.384	0.28035385	0.385	0.27981386	0.386	0.27979387	0.387	0.27934388	0.388	0.27885389	0.389	0.27832390	0.390	0.27831391	0.391	0.27768392	0.392	0.27767393	0393	0.277167394	0394	0.276838395	395	0.2762337186
396	0.2756546163
397	0.2756450251
398	0.2752144506
399	0.2750090286
400	0.2748536401	401	0.2743824074
402	0.2740687403	403	0.2735287404	404	0.2735088405405	0.2731532406406	0.27284492407407	0.27235020408408	0.2718203482
409	0.2712998112
410	0.2709953754
411	0.2706760309
412	0.2706644413	413	0.2702885065
414	0.269959415	0415	0.269462416	0.2719326812
417	0.2716617685
418	0418	0.268462419	0419	0.26783420	0.420	0.26737421	0.421	0.26701422	0.422	0.26678423	0.2696132464
424	0.2690683055
425	0.268661307
426	0.2686301874
427	0.2682207243
428	0.2679131148
429	0.2676757796
430	0.2676298643
431	0.2672265575
432	0.2671890722
433	0.2668238481
434	0.2665195894
435	0.2662674032
436	0.2660025457
437	0.2655660645
438	0.2652715994
439	0.2648591489
440	0.2648441774
441	0.2642021608
442	0.2637712649
443	0.2631483345
444	0.262509677
445	0.2622487937
446	0.2616677248
447	0.2612495939
448	0.2606782575
449	0.2605126125
450	0.2599760811
451	0.2595516267
452	0.2593271371
453	0.2590525818
454	0.2585872674
455	0.2578392008
456	0.2575215024
457	0.2572825436
458	0.2572185587
459	0.256841782
460	0.256760487
461	0.2565520477
462	0.2560333321
463	0.2559933467
464	0.2557609893
465	0.2557091098
466	0.2553544493
467	0.2550868652
468	0.2550424046
469	0.2544892694
470	0.254218503
471	0.2538342302
472	0.2537921574
473	0.253455136
474	0.2529851066
475	0.2524635506
476	0.2523680112
477	0.2520984747
478	0.2515301253
479	0.2508836399
480	0.2505839425
481	0.2503941978
482	0.2503599721
483	0.2503481843
484	0.2496884861
485	0.2492075819
486	0.2488563381
487	0.2486827251
488	0.2481562843
489	0.2479281136
490	0.2478411532
491	0.2475563161
492	0.2470991264
493	0.2468507249
494	0.2465459201
495	0.2464879522
496	0.2462771702
497	0.2460548269
498	0.2457921207
499	0.2456091789
500	0.2452696972
501	0.2452497129
502	0.2451284117
503	0.2448198584
504	0.2446264958
505	0.2443080393
506	0.244130878
507	0.2439573836
508	0.2433947356
509	0.2433470073
510	0.2429220305
511	0.2428955409
512	0.2422962205
513	0.2420811812
514	0.2417929551
515	0.2415023564
516	0.2412194298
517	0.2409591413
518	0.2407283066
519	0.2405454618
520	0.2405232484
521	0.2402951997
522	0.2398240161
523	0.2393652007
524	0.2391402077
525	0.238790773
526	0.2386732472
527	0.2383614909
528	0.2380822638
529	0.2376849749
530	0.2374327551
531	0.2371425373
532	0.2370731804
533	0.2368046104
534	0.2365565888
535	0.2364994839
536	0.2363042429
537	0.2359828675
538	0.2359750008
539	0.235501847
540	0.2352935089
541	0.2349251153
542	0.2346660829
543	0.2343220354
544	0.2340659147
545	0.2335541019
546	0.2332067237
547	0.2329303778
548	0.2326893856
549	0.2322846555
550	0.2319030251
551	0.2318611726
552	0.2314550208
553	0.230991315
554	0.2308155872
555	0.2303927004
556	0.2301979602
557	0.2299272964
558	0.2295573815
559	0.2292527256
560	0.2291470234
561	0.2288893468
562	0.2288375568
563	0.2284925287
564	0.2281519219
565	0.2277521508
566	0.2274064751
567	0.2273042154
568	0.2272968171
569	0.2268554152
570	0.2264814913
571	0.2259912901
572	0.2259489979
573	0.2256786378
574	0.2253199076
575	0.2249865289
576	0.2247884013
577	0.2243136672
578	0.2240742273
579	0.2240681166
580	0.2238030498
581	0.2235787601
582	0.2233640797
583	0.2229619895
584	0.2226438774
585	0.2226117928
586	0.2223559237
587	0.2222022453
588	0.2221599895
589	0.221855713
590	0.2215537641
591	0.2213244141
592	0.2211593342
593	0.2208359994
594	0.2205127436
595	0.2201931225
596	0.2198615534
597	0.2198471148
598	0.2196142957
599	0.2194632765
600	0.2187834089
601	0.2184460129
602	0.2181069041
603	0.2176842155
604	0.217521102
605	0.2172609492
606	0.2170853947
607	0.2168075987
608	0.2164171001
609	0.2162114017
610	0.2159550163
611	0.2157094616
612	0.2154873959
613	0.2151938146
614	0.2149237778
615	0.2147308109
616	0.2145273795
617	0.2142568056
618	0.2139048716
619	0.2136207951
620	0.2135906324
621	0.2133101883
622	0.2131314178
623	0.2126477675
624	0.2124147769
625	0.2120313007
626	0.2118989258
627	0.2116133278
628	0.2114325647
629	0.2110941801
630	0.2108841616
631	0.2108375067
632	0.2104831967
633	0.2102656758
634	0.2102394734
635	0.2101832508
636	0.2098677397
637	0.2095805588
638	0.2092731229
639	0.2090907768
640	0.2089544814
641	0.2086567304
642	0.2084775957
643	0.2084715634
644	0.2080469505
645	0.2078594121
646	0.2077175929
647	0.2074493276
648	0.2072661285
649	0.2070233452
650	0.2067814856
651	0.2063521993
652	0.2062074863
653	0.206106742
654	0.2057156366
655	0.2052747584
656	0.2050242561
657	0.2047058899
658	0.2045566425
659	0.2045012738
660	0.2042565789
661	0.2039226098
662	0.2037013583
663	0.2032852068
664	0.2029569557
665	0.2027449599
666	0.2026489808
667	0.2022785788
668	0.2020448751
669	0.2018787223
670	0.201529841
671	0.2012867763
672	0.2010710782
673	0.2008717678
674	0.2007078378
675	0.2004171165
676	0.2001667742
677	0.1998789676
678	0.1997155815
679	0.1994887527
680	0.1992468389
681	0.1991296306
682	0.1989269863
683	0.1986241851
684	0.1982124373
685	0.1980442576
686	0.1976656418
687	0.1975914959
688	0.1971930985
689	0.1970089588
690	0.196775819
691	0.1963514838
692	0.1962861855
693	0.19596903
694	0.1957193611
695	0.1954467288
696	0.1951887617
697	0.1950906534
698	0.1948076095
699	0.194410101
700	0.1941136371
701	0.1939127236
702	0.1938575762
703	0.1934442332
704	0.1933353372
705	0.1933125602
706	0.1932107663
707	0.1927012433
708	0.1923907786
709	0.1919917095
710	0.1917976152
711	0.1915863617
712	0.1914360431
713	0.1912022934
714	0.1910221046
715	0.1908637675
716	0.1907359043
717	0.1905997362
718	0.1902721516
719	0.1902490469
720	0.1901245364
721	0.18992936
722	0.1897270375
723	0.1892606845
724	0.1890562469
725	0.1888594294
726	0.1886836438
727	0.1885520572
728	0.1884784873
729	0.1882858316
730	0.1881122141
731	0.1878974158
732	0.1874799626
733	0.1874501371
734	0.1871834248
735	0.1870323098
736	0.1869975684
737	0.1869186081
738	0.1867767765
739	0.1865630051
740	0.1864349537
741	0.1861851264
742	0.1859513514
743	0.1857430427
744	0.1854887444
745	0.1853080384
746	0.1848974965
747	0.1846882949
748	0.1844109538
749	0.1842375694
750	0.1841104207
751	0.1840008636
752	0.1839752766
753	0.1837755847
754	0.1835772814
755	0.1831143113
756	0.182955685
757	0.1826606235
758	0.1824664557
759	0.1824163877
760	0.1822439818
761	0.1821008159
762	0.1817047193
763	0.181357015
764	0.1810298908
765	0.1806115102
766	0.1803073004
767	0.1800358123
768	0.1798447226
769	0.1796418417
770	0.1794121211
771	0.1791454112
772	0.1788179788
773	0.178517167
774	0.1784554278
775	0.1782469326
776	0.1780623461
777	0.17797726
778	0.1777921633
779	0.1776096628
780	0.1775063402
781	0.1773892265
782	0.1772977709
783	0.1770104858
784	0.1769601118
785	0.1767790025
786	0.1764436904
787	0.176195541
788	0.1758873073
789	0.175706117
790	0.1755693706
791	0.1753200012
792	0.1752766632
793	0.1751603937
794	0.1749708089
795	0.1747989803
796	0.1745414286
797	0.1743295811
798	0.1741494173
799	0.1740629989
800	0.1738369539
801	0.1738043919
802	0.1734181375
803	0.173184895
804	0.1729065076
805	0.1726782522
806	0.1724413529
807	0.1722256966
808	0.17220851
809	0.1720832346
810	0.1718242635
811	0.1716837181
812	0.1716655433
813	0.1713867713
814	0.1711839842
815	0.1709394056
816	0.1709191758
817	0.1705763637
818	0.1703092256
819	0.1702029097
820	0.170180216
821	0.1699893915
822	0.1697623929
823	0.1696764449
824	0.1696712495
825	0.1695233213
826	0.1694859677
827	0.1693191814
828	0.1690370935
829	0.1687376611
830	0.1685331948
831	0.1684738157
832	0.1683021525
833	0.1681651888
834	0.1678930018
835	0.1676950337
836	0.1675586989
837	0.167388755
838	0.1670916424
839	0.1669259757
840	0.1667495604
841	0.1664460697
842	0.1663178478
843	0.1663131865
844	0.166280763
845	0.1662762813
846	0.1661282026
847	0.1659342599
848	0.1657374903
849	0.1655664553
850	0.1653593866
851	0.1652238934
852	0.1650819648
853	0.1648730352
854	0.1647816532
855	0.1647524538
856	0.1647451494
857	0.1644726585
858	0.1644651758
859	0.1643239351
860	0.1641880468
861	0.1640441134
862	0.1638428786
863	0.1636737537
864	0.1635118273
865	0.1633750035
866	0.1633192206
867	0.1632584731
868	0.163034087
869	0.1629314604
870	0.1627479772
871	0.1626939962
872	0.1623882181
873	0.1623757109
874	0.1623104879
875	0.1620835767
876	0.1620571907
877	0.1618559734
878	0.1616158203
879	0.1614220332
880	0.1613050933
881	0.1610594079
882	0.1608616201
883	0.1608370875
884	0.1606077414
885	0.1603229785
886	0.1601700765
887	0.1601553809
888	0.1600291708
889	0.1598259043
890	0.1595647665
891	0.1595434039
892	0.1593388761
893	0.1590926723
894	0.1589177051
895	0.1587759252
896	0.1586978727
897	0.1584603518
898	0.1584214704
899	0.1581714049
900	0.1579198397
901	0.1577099733
902	0.1573966184
903	0.1572079954
904	0.1570606804
905	0.1569130966
906	0.1567653571
907	0.1564451793
908	0.1563259354
909	0.1561654344
910	0.1560467548
911	0.1559075753
912	0.1558971927
913	0.1558717677
914	0.1558383818
915	0.1557552124
916	0.1557082774
917	0.1554786349
918	0.1552040793
919	0.1550456602
920	0.1548630882
921	0.1546674416
922	0.1545415543
923	0.1543929492
924	0.1542899831
925	0.1540913359
926	0.153909779
927	0.153674261
928	0.1536540451
929	0.1535159385
930	0.1534330401
931	0.1531679711
932	0.1529530189
933	0.1528132287
934	0.1526326696
935	0.1525056582
936	0.1523426779
937	0.1521622162
938	0.1520209031
939	0.151997918
940	0.1519178928
941	0.151721293
942	0.1515972983
943	0.1513966132
944	0.1512260525
945	0.1511280178
946	0.1509044965
947	0.1507620683
948	0.1507556516
949	0.1505545866
950	0.1504624405
951	0.1503494081
952	0.1503444719
953	0.1502478668
954	0.150057747
955	0.1498265607
956	0.149693745
957	0.1495564573
958	0.1494021656
959	0.1493633925
960	0.1492986735
961	0.1491113002
962	0.1489211221
963	0.1487566891
964	0.1487032472
965	0.1486092528
966	0.148435033
967	0.1482960496
968	0.148257038
969	0.1482501371
970	0.1480124015
971	0.147732086
972	0.1477103295
973	0.1476156458
974	0.1475699198
975	0.1475085159
976	0.1472982861
977	0.1472014473
978	0.1470239438
979	0.1468535094
980	0.1465668593
981	0.1465647478
982	0.1463891804
983	0.1461878647
984	0.1460611289
985	0.1458268531
986	0.1456708458
987	0.1456677196
988	0.1454979488
989	0.1454807935
990	0.145403949
991	0.1452616117
992	0.1450653043
993	0.144901034
994	0.1446447178
995	0.1444761391
996	0.1443755896
997	0.1441742905
998	0.1441206563
999	0.1439251688
